index,id,user_id,store_id,created_at,device,channel,platform
3272,6538,352,27,2021-09-01 12:59:13,tablet,email,extension
3273,9731,68,16,2021-10-17 21:15:34,tablet,email,app
3274,2977,379,0,2021-11-01 00:05:19,desktop,some_adv,app
3275,7314,57,23,2021-11-03 18:28:35,mobile,email,extension
3276,3931,261,84,2021-09-24 04:52:03,mobile,search,web
3277,5644,103,23,2021-11-12 04:02:39,mobile,some_adv,web
3278,2668,99,79,2021-11-15 10:55:59,tablet,search,extension
3279,8166,102,79,2021-09-12 16:20:59,tablet,email,extension
3280,2161,226,24,2021-10-31 18:59:16,desktop,email,web
3281,3973,434,93,2021-09-16 05:16:36,tablet,email,extension
3282,1315,60,67,2021-09-02 15:26:17,tablet,email,app
3283,9056,338,79,2021-10-20 03:17:42,mobile,search,extension
3284,6603,226,82,2021-10-17 15:58:29,tablet,search,web
3285,6963,192,67,2021-09-24 16:44:04,tablet,some_adv,app
3286,7831,303,85,2021-10-23 20:34:14,desktop,search,extension
3287,1839,247,62,2021-10-19 21:28:06,tablet,some_adv,app
3288,9336,141,87,2021-09-24 08:14:38,tablet,some_adv,app
3289,8110,457,22,2021-11-20 09:51:49,desktop,some_adv,web
3290,7204,16,92,2021-10-27 03:13:35,tablet,email,app
3291,2580,157,96,2021-10-04 13:34:22,tablet,email,web
3292,9458,207,23,2021-09-28 15:13:13,mobile,search,app
3293,4289,432,6,2021-11-08 10:40:26,tablet,email,web
3294,3857,273,79,2021-11-09 17:38:42,mobile,some_adv,app
3295,7421,331,45,2021-09-08 23:44:52,desktop,search,web
3296,3560,69,28,2021-11-15 10:56:23,tablet,email,extension
3297,521,82,3,2021-09-05 15:18:53,tablet,search,extension
3298,4582,51,39,2021-10-15 15:11:35,desktop,email,extension
3299,8746,206,8,2021-09-06 16:18:23,desktop,some_adv,extension
3300,8416,425,7,2021-10-12 09:06:28,desktop,direct,extension
3301,741,244,91,2021-11-06 15:08:35,tablet,some_adv,extension
3302,5614,251,3,2021-10-23 09:56:18,tablet,some_adv,app
3303,4695,173,1,2021-09-10 22:26:06,desktop,email,app
3304,8698,464,2,2021-10-25 08:04:18,tablet,direct,extension
3305,9569,16,35,2021-08-27 04:58:52,desktop,some_adv,web
3306,6752,73,67,2021-10-15 01:38:47,tablet,email,extension
3307,1453,425,17,2021-08-29 04:46:16,tablet,direct,web
3308,1378,142,82,2021-11-03 09:48:28,mobile,email,web
3309,1980,71,59,2021-11-04 02:38:32,mobile,email,app
3310,8473,387,46,2021-09-30 02:55:31,tablet,direct,app
3311,3426,29,40,2021-09-30 02:00:24,tablet,some_adv,web
3312,2177,156,86,2021-09-17 03:22:42,tablet,some_adv,extension
3313,106,277,18,2021-09-27 18:05:08,mobile,direct,extension
3314,2985,190,77,2021-11-16 10:40:33,desktop,direct,app
3315,9181,282,48,2021-10-21 20:51:12,tablet,email,app
3316,7836,145,50,2021-09-04 03:19:15,desktop,some_adv,app
3317,5117,294,87,2021-11-01 16:25:50,desktop,some_adv,web
3318,5008,478,65,2021-09-07 05:52:33,mobile,search,app
3319,9241,185,54,2021-09-15 05:24:52,desktop,search,web
3320,6321,84,60,2021-10-27 09:28:01,desktop,some_adv,app
3321,9544,188,91,2021-11-02 07:48:08,mobile,direct,web
3322,5307,362,58,2021-10-30 01:13:35,desktop,some_adv,extension
3323,4779,372,12,2021-09-08 15:56:26,mobile,some_adv,web
3324,1859,313,37,2021-09-06 03:48:28,desktop,email,extension
3325,4260,161,92,2021-10-23 07:54:44,tablet,some_adv,extension
3326,9373,423,49,2021-09-28 01:47:23,tablet,direct,extension
3327,9688,463,13,2021-08-26 04:07:13,desktop,direct,extension
3328,2275,87,79,2021-09-06 12:52:28,mobile,direct,web
3329,6056,238,47,2021-09-09 07:37:04,desktop,some_adv,extension
3330,6807,486,55,2021-10-16 15:04:28,desktop,some_adv,app
3331,2666,386,80,2021-09-04 15:10:35,desktop,some_adv,web
3332,6676,245,1,2021-10-19 13:22:15,desktop,direct,extension
3333,2156,138,81,2021-10-16 19:14:44,tablet,email,app
3334,9574,260,41,2021-09-19 00:29:30,tablet,some_adv,web
3335,716,399,17,2021-09-21 11:29:46,desktop,search,app
3336,9670,163,45,2021-10-31 07:32:47,tablet,search,web
3337,5533,357,97,2021-11-17 12:43:13,mobile,direct,app
3338,6779,90,72,2021-09-03 14:00:06,tablet,email,app
3339,4496,83,3,2021-09-09 11:47:44,desktop,direct,web
3340,3712,61,38,2021-08-31 14:49:51,desktop,some_adv,app
3341,4663,41,48,2021-09-20 00:07:57,desktop,direct,extension
3342,9317,198,5,2021-10-06 18:16:41,mobile,email,extension
3343,1307,495,34,2021-11-06 01:19:16,desktop,direct,web
3344,9270,116,20,2021-10-12 06:38:59,desktop,email,web
3345,8533,65,22,2021-10-23 02:57:54,tablet,some_adv,web
3346,2163,139,11,2021-10-15 01:08:05,mobile,email,extension
3347,4537,314,7,2021-10-09 20:10:10,desktop,search,app
3348,353,274,77,2021-09-25 11:02:46,tablet,search,extension
3349,2650,208,56,2021-09-23 07:03:29,desktop,some_adv,extension
3350,3501,241,26,2021-10-17 23:49:10,mobile,some_adv,app
3351,5070,77,4,2021-08-25 03:32:42,desktop,some_adv,web
3352,7412,249,56,2021-08-28 16:03:48,mobile,some_adv,app
3353,1118,414,46,2021-09-20 12:01:37,desktop,direct,extension
3354,2523,408,85,2021-10-16 18:03:51,desktop,search,web
3355,8760,464,91,2021-11-07 21:54:14,desktop,direct,app
3356,2744,126,58,2021-11-12 11:24:14,tablet,direct,extension
3357,5420,22,16,2021-10-25 02:52:35,desktop,direct,web
3358,8179,273,81,2021-09-08 19:59:03,tablet,search,app
3359,135,46,84,2021-10-09 15:32:12,desktop,search,extension
3360,693,467,16,2021-09-02 15:11:36,desktop,direct,app
3361,4821,37,50,2021-10-27 14:05:05,mobile,direct,extension
3362,7986,85,92,2021-11-12 11:35:38,mobile,search,app
3363,9123,440,48,2021-08-25 09:19:14,mobile,search,web
3364,176,236,29,2021-10-06 21:31:22,tablet,some_adv,app
3365,5836,338,92,2021-09-22 17:07:02,mobile,search,web
3366,5477,343,5,2021-10-06 21:14:05,tablet,email,web
3367,686,225,90,2021-10-18 11:48:25,desktop,direct,web
3368,3244,497,44,2021-10-30 11:16:41,desktop,some_adv,extension
3369,4550,228,39,2021-10-16 09:17:14,desktop,email,extension
3370,5464,405,2,2021-09-03 06:47:26,mobile,search,extension
3371,847,438,65,2021-10-12 06:56:04,desktop,some_adv,web
3372,2430,269,4,2021-10-03 03:19:00,tablet,some_adv,app
3373,8458,80,96,2021-09-22 10:32:16,desktop,some_adv,extension
3374,5168,160,52,2021-10-27 05:52:27,tablet,some_adv,app
3375,7471,376,13,2021-09-23 10:01:49,mobile,search,web
3376,8257,6,22,2021-10-06 20:56:44,desktop,email,web
3377,209,298,43,2021-10-10 03:09:33,mobile,email,app
3378,7324,397,27,2021-11-05 22:15:33,tablet,some_adv,app
3379,5889,496,13,2021-11-08 19:29:06,desktop,some_adv,extension
3380,3381,71,89,2021-09-07 04:49:52,mobile,direct,web
3381,1040,100,18,2021-10-28 00:04:30,tablet,search,app
3382,8847,163,26,2021-10-19 05:33:35,tablet,some_adv,web
3383,4289,392,21,2021-08-31 03:32:13,tablet,some_adv,web
3384,8699,406,54,2021-11-17 06:04:34,tablet,direct,app
3385,821,309,24,2021-09-01 14:23:07,desktop,direct,web
3386,3671,9,82,2021-09-30 05:35:22,mobile,direct,web
3387,3666,247,61,2021-10-17 17:39:07,tablet,search,app
3388,3408,155,44,2021-09-05 12:05:57,tablet,some_adv,extension
3389,8427,279,59,2021-10-22 07:54:17,tablet,some_adv,extension
3390,4992,115,99,2021-09-16 14:23:49,tablet,direct,app
3391,3351,87,63,2021-09-27 16:59:30,mobile,email,extension
3392,4235,430,53,2021-08-26 18:55:33,tablet,direct,web
3393,3318,224,66,2021-08-26 21:01:28,tablet,direct,app
3394,4805,321,0,2021-08-31 12:57:55,tablet,email,app
3395,5182,89,41,2021-10-29 10:08:56,tablet,direct,extension
3396,2590,44,37,2021-09-14 07:26:06,desktop,direct,app
3397,8670,447,67,2021-11-16 00:46:17,mobile,search,web
3398,8949,347,83,2021-11-16 15:26:44,desktop,search,app
3399,3187,471,39,2021-11-02 11:12:52,mobile,email,web
3400,2473,491,96,2021-10-07 00:46:50,tablet,direct,app
3401,2626,21,78,2021-10-30 08:04:04,tablet,search,extension
3402,8752,499,66,2021-11-20 08:50:07,mobile,direct,app
3403,5957,497,52,2021-11-16 18:56:27,desktop,search,extension
3404,3967,201,49,2021-09-01 16:03:43,mobile,direct,extension
3405,6995,331,42,2021-11-16 02:57:14,tablet,some_adv,app
3406,1165,378,33,2021-09-15 19:22:09,mobile,email,web
3407,6049,281,54,2021-08-26 21:03:25,tablet,some_adv,app
3408,6021,291,7,2021-09-04 02:08:12,desktop,some_adv,web
3409,4646,414,2,2021-10-12 03:13:25,mobile,direct,extension
3410,841,248,73,2021-10-01 00:09:23,tablet,direct,web
3411,2595,486,60,2021-11-04 23:33:58,desktop,search,app
3412,7981,281,78,2021-09-26 02:13:08,mobile,search,app
3413,9690,268,33,2021-10-20 03:05:42,tablet,some_adv,extension
3414,7447,379,8,2021-10-02 23:42:03,desktop,search,app
3415,8371,318,71,2021-09-17 01:24:49,desktop,some_adv,web
3416,4984,299,58,2021-09-17 07:03:14,tablet,direct,app
3417,8646,228,88,2021-10-28 04:07:37,desktop,direct,app
3418,1917,482,31,2021-11-13 02:05:18,mobile,some_adv,web
3419,4123,70,41,2021-10-18 06:46:28,tablet,direct,app
3420,4163,367,81,2021-10-21 13:20:06,tablet,direct,web
3421,1764,11,71,2021-09-12 16:04:56,tablet,search,extension
3422,6054,145,43,2021-09-06 15:39:04,mobile,email,app
3423,1641,455,66,2021-10-26 17:30:29,tablet,email,extension
3424,894,472,81,2021-10-22 21:29:49,desktop,search,web
3425,7863,442,93,2021-11-18 08:25:54,desktop,some_adv,web
3426,728,430,5,2021-11-07 07:51:25,mobile,some_adv,extension
3427,6594,275,10,2021-10-04 01:48:58,tablet,some_adv,extension
3428,5803,227,6,2021-11-09 06:24:51,mobile,some_adv,web
3429,5473,454,37,2021-10-07 18:25:29,mobile,email,extension
3430,2379,432,28,2021-11-11 13:05:19,desktop,some_adv,extension
3431,9488,442,74,2021-10-09 21:50:18,desktop,some_adv,extension
3432,6163,39,56,2021-10-15 19:41:27,desktop,search,app
3433,4475,225,55,2021-10-29 07:38:14,tablet,some_adv,web
3434,5219,54,80,2021-11-04 08:51:00,desktop,email,app
3435,9262,450,44,2021-10-17 11:38:09,desktop,some_adv,extension
3436,2561,334,79,2021-10-29 07:08:09,mobile,email,web
3437,7650,463,76,2021-10-31 22:54:00,desktop,some_adv,web
3438,9768,476,18,2021-11-18 13:49:52,desktop,direct,extension
3439,8364,325,93,2021-09-08 08:41:23,mobile,search,extension
3440,1435,300,38,2021-10-15 09:03:47,tablet,some_adv,extension
3441,792,127,40,2021-09-18 23:59:21,mobile,some_adv,extension
3442,1299,61,54,2021-10-21 04:55:34,mobile,search,extension
3443,9609,309,33,2021-11-14 23:15:29,tablet,search,extension
3444,2310,322,64,2021-09-08 07:01:00,mobile,search,web
3445,3170,415,49,2021-10-24 19:36:14,mobile,some_adv,app
3446,6437,215,82,2021-09-06 15:28:48,mobile,direct,web
3447,9986,111,82,2021-11-09 08:04:18,mobile,direct,web
3448,4763,48,63,2021-10-24 16:07:29,tablet,search,extension
3449,8902,299,19,2021-11-07 16:49:40,desktop,search,web
3450,3782,436,76,2021-09-05 04:39:20,tablet,search,app
3451,9330,175,23,2021-09-03 03:12:56,desktop,email,extension
3452,2527,484,40,2021-09-16 17:49:57,mobile,direct,app
3453,9284,499,89,2021-10-20 11:21:59,desktop,direct,extension
3454,5580,493,16,2021-10-17 01:32:25,mobile,some_adv,app
3455,6892,249,15,2021-08-24 12:55:43,mobile,some_adv,web
3456,1072,28,69,2021-09-29 09:39:55,tablet,some_adv,extension
3457,235,41,23,2021-10-21 23:23:27,mobile,email,web
3458,8594,383,51,2021-09-09 03:30:08,tablet,direct,web
3459,3728,257,81,2021-09-26 17:40:06,mobile,some_adv,web
3460,5618,199,26,2021-10-17 12:04:41,tablet,some_adv,web
3461,8212,494,3,2021-11-20 04:18:04,desktop,email,app
3462,6208,75,42,2021-09-25 22:10:12,tablet,search,web
3463,8931,181,94,2021-09-06 07:07:35,tablet,direct,extension
3464,9900,335,0,2021-10-20 06:00:05,mobile,search,app
3465,3719,305,70,2021-09-25 14:18:36,tablet,email,web
3466,9446,445,55,2021-08-30 20:33:40,tablet,direct,app
3467,2534,275,36,2021-11-18 22:18:08,tablet,some_adv,extension
3468,4618,71,40,2021-08-26 07:11:46,tablet,search,web
3469,8365,398,59,2021-10-19 02:18:11,mobile,some_adv,app
3470,3293,4,16,2021-10-11 01:55:16,desktop,some_adv,web
3471,5651,51,16,2021-08-24 21:01:45,desktop,some_adv,web
3472,9344,418,95,2021-10-21 22:28:24,desktop,search,app
3473,7877,50,93,2021-09-03 12:33:30,tablet,email,app
3474,2935,116,26,2021-10-11 21:10:59,desktop,search,web
3475,1353,375,88,2021-10-04 20:46:03,desktop,direct,extension
3476,9327,414,28,2021-10-01 06:13:35,tablet,email,app
3477,1431,303,90,2021-09-22 14:08:25,tablet,email,extension
3478,1327,356,80,2021-11-10 20:05:14,mobile,email,app
3479,6814,162,80,2021-09-14 16:51:57,tablet,direct,web
3480,6478,376,39,2021-09-04 04:06:15,tablet,some_adv,extension
3481,3797,130,82,2021-09-10 06:16:23,mobile,direct,web
3482,6827,72,81,2021-09-21 15:05:09,tablet,search,extension
3483,5854,495,25,2021-10-06 20:46:01,mobile,email,app
3484,1742,376,10,2021-10-13 10:35:51,desktop,direct,extension
3485,2201,138,71,2021-09-07 13:59:48,mobile,email,extension
3486,9354,75,16,2021-09-07 23:52:35,mobile,some_adv,extension
3487,8831,239,68,2021-10-25 02:15:39,tablet,search,web
3488,3297,197,58,2021-09-02 22:49:16,tablet,email,extension
3489,4675,127,56,2021-09-09 16:47:16,tablet,email,web
3490,1784,149,66,2021-11-01 21:39:54,desktop,search,app
3491,6509,144,33,2021-10-02 07:19:25,tablet,some_adv,web
3492,9131,36,25,2021-09-29 15:42:54,tablet,direct,web
3493,1688,497,52,2021-10-29 04:23:37,mobile,search,web
3494,4560,7,96,2021-09-03 17:37:27,desktop,some_adv,app
3495,2355,37,65,2021-11-05 17:12:37,tablet,search,web
3496,7007,373,91,2021-09-13 22:09:25,tablet,search,web
3497,918,137,92,2021-11-10 00:07:39,mobile,direct,app
3498,8935,480,34,2021-09-28 03:04:00,desktop,email,web
3499,2452,13,58,2021-09-13 03:10:59,tablet,direct,web
3500,634,176,54,2021-11-15 21:45:20,tablet,search,extension
3501,6312,90,19,2021-11-16 00:53:39,tablet,search,app
3502,1696,149,13,2021-08-27 00:52:48,desktop,some_adv,app
3503,4816,448,78,2021-10-12 16:43:53,tablet,search,extension
3504,7755,350,44,2021-08-27 18:54:34,desktop,search,extension
3505,3295,33,42,2021-10-29 14:49:24,mobile,some_adv,web
3506,1706,358,75,2021-10-25 01:30:22,desktop,direct,extension
3507,9779,498,37,2021-09-15 16:51:11,desktop,direct,web
3508,254,190,26,2021-10-12 08:01:44,mobile,search,extension
3509,4626,466,12,2021-11-14 11:24:43,mobile,email,web
3510,8107,224,60,2021-10-17 04:06:13,desktop,search,app
3511,9199,253,81,2021-09-17 14:33:12,mobile,email,extension
3512,5847,491,48,2021-09-15 14:03:55,mobile,search,extension
3513,9151,197,95,2021-11-07 05:12:11,tablet,email,web
3514,8644,93,46,2021-10-09 11:09:02,tablet,search,extension
3515,4918,411,40,2021-09-01 01:55:26,mobile,search,app
3516,5358,213,37,2021-09-25 09:33:23,desktop,search,web
3517,5391,199,5,2021-10-24 17:43:38,mobile,some_adv,extension
3518,8524,32,78,2021-09-06 15:24:40,mobile,email,extension
3519,6664,485,73,2021-11-20 09:24:35,mobile,direct,web
3520,734,225,68,2021-10-14 22:02:07,tablet,some_adv,app
3521,9233,84,97,2021-08-26 10:03:08,tablet,direct,extension
3522,3359,457,14,2021-10-01 00:25:15,mobile,some_adv,extension
3523,8371,270,38,2021-09-08 15:55:03,desktop,email,app
3524,9080,435,6,2021-11-03 19:33:55,desktop,email,web
3525,1008,434,73,2021-11-02 01:49:20,desktop,search,app
3526,2352,498,46,2021-09-24 12:50:03,mobile,direct,web
3527,1662,49,63,2021-10-06 08:38:48,desktop,email,web
3528,7858,231,38,2021-09-11 23:17:29,mobile,direct,extension
3529,3693,404,75,2021-09-16 19:59:12,desktop,email,web
3530,5618,245,8,2021-10-22 09:56:26,desktop,search,app
3531,4586,190,1,2021-11-18 10:02:27,tablet,search,app
3532,4444,119,18,2021-10-03 03:56:34,mobile,some_adv,extension
3533,9551,196,44,2021-09-24 06:16:27,tablet,email,web
3534,8297,222,79,2021-08-25 05:26:09,tablet,direct,extension
3535,7653,203,34,2021-09-02 05:27:07,mobile,email,web
3536,4386,233,6,2021-10-26 06:31:48,desktop,some_adv,app
3537,9992,440,88,2021-11-07 04:25:52,tablet,direct,extension
3538,7243,56,66,2021-10-07 10:48:25,desktop,some_adv,extension
3539,4808,192,53,2021-10-18 22:26:40,mobile,email,app
3540,699,288,95,2021-10-17 17:35:47,mobile,some_adv,web
3541,6380,279,96,2021-09-07 01:20:47,mobile,some_adv,web
3542,2775,161,8,2021-10-04 21:15:56,desktop,search,web
3543,4712,158,94,2021-08-28 01:18:19,mobile,email,app
3544,213,138,50,2021-09-18 04:15:33,desktop,email,extension
3545,9994,200,42,2021-10-27 18:31:35,mobile,email,app
3546,5010,288,54,2021-10-12 18:50:50,tablet,direct,web
3547,9870,107,33,2021-10-02 16:17:55,mobile,email,web
3548,3260,329,76,2021-10-05 02:31:33,desktop,direct,extension
3549,3468,366,85,2021-09-30 18:15:23,mobile,search,extension
3550,1741,271,15,2021-11-13 22:11:27,mobile,some_adv,app
3551,396,415,65,2021-10-30 13:11:37,mobile,direct,extension
3552,2396,204,96,2021-11-02 02:56:54,desktop,some_adv,app
3553,2294,218,69,2021-09-20 10:02:20,tablet,search,extension
3554,5515,22,86,2021-09-15 07:13:33,desktop,email,web
3555,4747,350,41,2021-10-21 22:32:12,tablet,direct,app
3556,8023,282,92,2021-10-20 18:08:34,tablet,direct,extension
3557,1394,237,11,2021-09-06 06:43:52,desktop,email,app
3558,1246,495,63,2021-09-22 17:08:49,mobile,search,web
3559,4764,479,65,2021-10-02 23:31:58,tablet,some_adv,web
3560,464,433,75,2021-10-04 19:51:47,mobile,some_adv,web
3561,366,449,84,2021-10-08 05:26:21,desktop,some_adv,extension
3562,4596,423,85,2021-08-31 11:02:52,mobile,search,app
3563,7223,3,23,2021-11-09 13:47:57,mobile,search,web
3564,7072,237,0,2021-10-03 22:22:58,desktop,direct,app
3565,3755,164,36,2021-11-13 08:47:53,desktop,direct,extension
3566,6981,343,4,2021-10-16 06:12:32,tablet,email,app
3567,1921,332,2,2021-11-10 15:52:57,mobile,some_adv,extension
3568,5317,158,70,2021-08-28 03:28:46,tablet,direct,web
3569,1835,384,0,2021-09-22 17:58:38,tablet,email,extension
3570,1150,186,71,2021-09-25 01:18:23,mobile,email,extension
3571,5417,128,79,2021-10-11 08:45:20,desktop,direct,app
3572,170,136,20,2021-08-29 17:00:06,mobile,direct,app
3573,5769,450,49,2021-09-19 17:43:42,mobile,email,app
3574,552,304,32,2021-09-01 23:15:02,mobile,email,extension
3575,6756,359,74,2021-10-24 17:47:43,tablet,search,extension
3576,3319,63,80,2021-09-16 17:32:52,mobile,search,extension
3577,9114,390,44,2021-11-15 11:33:36,tablet,some_adv,app
3578,741,211,30,2021-10-11 01:17:14,desktop,email,app
3579,583,32,57,2021-09-25 02:06:23,mobile,email,app
3580,8561,369,69,2021-10-29 12:41:49,mobile,direct,extension
3581,5820,226,27,2021-11-13 08:15:07,mobile,search,app
3582,4546,422,31,2021-09-07 15:51:51,tablet,search,extension
3583,2237,360,24,2021-11-03 11:57:36,tablet,search,web
3584,7843,137,66,2021-10-24 07:58:17,desktop,direct,extension
3585,2553,19,68,2021-09-24 06:19:22,desktop,email,web
3586,5320,137,53,2021-10-18 01:10:42,tablet,email,extension
3587,3565,48,63,2021-09-10 15:23:31,tablet,email,extension
3588,5593,15,86,2021-09-19 05:36:05,mobile,search,web
3589,5537,16,69,2021-08-28 23:01:55,tablet,email,web
3590,3989,275,37,2021-08-24 13:36:41,mobile,direct,web
3591,7459,16,39,2021-11-19 23:49:55,mobile,direct,web
3592,3545,2,3,2021-09-28 02:54:58,mobile,direct,app
3593,7993,157,9,2021-09-02 13:04:29,tablet,search,extension
3594,2005,371,14,2021-09-24 15:11:35,tablet,direct,app
3595,7034,407,9,2021-09-02 03:00:04,tablet,some_adv,extension
3596,5646,278,70,2021-09-25 16:54:00,mobile,email,extension
3597,1155,456,49,2021-09-06 18:20:16,desktop,email,extension
3598,3778,455,96,2021-09-10 23:01:54,mobile,direct,extension
3599,2350,50,69,2021-10-13 15:49:34,tablet,email,extension
3600,2415,337,7,2021-09-30 09:58:10,tablet,some_adv,app
3601,2139,146,93,2021-09-10 08:02:25,mobile,email,web
3602,1170,248,61,2021-10-07 02:26:30,mobile,some_adv,web
3603,1475,404,85,2021-11-03 15:26:30,tablet,direct,extension
3604,3791,251,90,2021-11-02 05:30:35,mobile,email,app
3605,8578,415,99,2021-09-20 15:01:05,desktop,search,extension
3606,2462,364,2,2021-10-21 23:58:10,desktop,some_adv,web
3607,3208,69,90,2021-09-08 16:44:41,desktop,some_adv,app
3608,6588,310,7,2021-09-02 09:06:33,desktop,some_adv,app
3609,6467,235,99,2021-09-28 13:31:15,mobile,search,web
3610,1056,0,10,2021-10-24 01:11:41,desktop,email,extension
3611,411,120,9,2021-11-12 11:45:17,mobile,search,web
3612,3897,432,15,2021-10-19 20:09:05,mobile,search,extension
3613,7209,389,56,2021-08-31 09:24:31,desktop,direct,extension
3614,8465,127,52,2021-09-28 23:10:35,desktop,email,web
3615,1851,13,71,2021-09-04 08:05:51,tablet,direct,web
3616,2049,349,75,2021-10-23 14:45:32,mobile,direct,app
3617,9926,418,64,2021-10-27 13:30:27,tablet,direct,app
3618,455,40,34,2021-11-16 18:11:15,tablet,direct,app
3619,4290,252,46,2021-11-13 00:41:52,tablet,direct,web
3620,6350,192,61,2021-09-25 12:21:39,mobile,search,app
3621,1789,110,0,2021-10-27 05:13:56,desktop,email,extension
3622,3032,483,60,2021-10-15 07:55:59,tablet,email,web
3623,8510,240,34,2021-10-19 11:31:19,desktop,search,web
3624,617,477,13,2021-09-13 19:26:19,desktop,email,app
3625,5468,198,8,2021-09-20 04:49:00,mobile,search,web
3626,7732,272,43,2021-09-26 13:53:03,desktop,email,extension
3627,658,317,15,2021-08-26 00:00:17,desktop,search,web
3628,8399,29,87,2021-08-26 04:16:19,tablet,search,extension
3629,6560,185,20,2021-10-13 23:21:00,tablet,some_adv,web
3630,5731,196,28,2021-08-25 08:13:15,mobile,email,app
3631,340,35,84,2021-10-13 01:29:43,tablet,email,app
3632,8016,210,41,2021-09-03 10:15:58,mobile,some_adv,app
3633,103,378,52,2021-11-01 14:25:18,mobile,direct,web
3634,4277,251,21,2021-11-08 08:56:05,desktop,direct,app
3635,2443,18,38,2021-11-20 23:28:04,desktop,direct,extension
3636,3942,319,43,2021-09-18 13:53:42,tablet,search,app
3637,4577,314,33,2021-10-15 17:16:50,tablet,email,extension
3638,9497,225,84,2021-09-16 16:01:11,desktop,email,extension
3639,6100,124,23,2021-09-24 04:14:00,tablet,search,extension
3640,4535,491,5,2021-11-18 01:04:45,desktop,email,app
3641,1130,78,16,2021-11-03 23:24:56,desktop,direct,extension
3642,4640,34,92,2021-11-06 18:12:09,tablet,email,extension
3643,3949,436,81,2021-10-13 07:46:01,mobile,search,extension
3644,2069,176,79,2021-11-05 14:11:54,tablet,email,extension
3645,1559,308,10,2021-09-08 00:42:29,mobile,direct,extension
3646,9448,6,11,2021-09-11 13:51:56,tablet,some_adv,app
3647,8120,425,50,2021-10-25 20:44:25,mobile,direct,app
3648,8180,255,28,2021-11-07 06:24:32,desktop,direct,app
3649,2556,490,2,2021-09-19 19:04:16,mobile,direct,app
3650,4205,258,89,2021-11-07 16:25:49,tablet,direct,app
3651,3149,127,64,2021-09-30 09:45:15,desktop,some_adv,web
3652,1677,392,95,2021-09-28 13:48:48,tablet,email,web
3653,5118,116,40,2021-11-11 01:29:01,tablet,direct,extension
3654,3885,427,80,2021-10-19 03:27:06,desktop,some_adv,web
3655,1255,34,73,2021-08-27 04:52:35,tablet,search,web
3656,6773,262,41,2021-10-24 12:18:27,desktop,direct,app
3657,1262,269,35,2021-09-16 03:30:41,tablet,some_adv,web
3658,4362,491,20,2021-09-02 14:45:40,desktop,some_adv,app
3659,2227,387,45,2021-09-13 19:21:20,tablet,search,app
3660,514,103,31,2021-10-12 08:28:18,tablet,email,app
3661,9025,187,35,2021-10-25 02:33:26,mobile,email,extension
3662,4093,242,75,2021-10-19 19:48:10,tablet,email,web
3663,5866,478,7,2021-11-08 21:04:47,tablet,some_adv,extension
3664,6447,166,81,2021-09-10 16:30:29,mobile,search,extension
3665,1076,242,24,2021-10-23 09:03:43,desktop,direct,web
3666,1593,133,62,2021-09-20 08:22:46,desktop,search,extension
3667,4253,47,55,2021-08-31 01:18:53,desktop,search,extension
3668,5502,191,77,2021-11-04 11:09:25,tablet,search,app
3669,6610,122,10,2021-09-03 18:34:58,tablet,email,web
3670,8969,40,54,2021-10-15 14:06:16,mobile,search,app
3671,871,315,32,2021-09-20 21:41:42,tablet,some_adv,web
3672,4841,401,53,2021-10-16 20:36:13,desktop,search,app
3673,549,496,24,2021-10-29 15:47:55,tablet,direct,extension
3674,6732,57,98,2021-10-30 10:56:35,mobile,email,extension
3675,2492,85,19,2021-11-13 05:47:36,tablet,email,web
3676,5733,365,90,2021-10-13 22:09:39,desktop,some_adv,extension
3677,3701,139,38,2021-09-02 09:46:44,mobile,direct,app
3678,7125,73,52,2021-10-15 21:51:53,tablet,email,web
3679,9566,247,37,2021-09-24 15:17:45,mobile,some_adv,app
3680,8492,322,10,2021-10-21 00:57:28,tablet,direct,app
3681,6024,349,40,2021-10-02 12:32:54,desktop,direct,web
3682,8449,338,70,2021-09-18 21:51:17,desktop,search,web
3683,3259,416,10,2021-10-16 22:55:15,desktop,direct,extension
3684,5801,313,60,2021-09-19 17:41:30,tablet,direct,app
3685,6814,338,68,2021-09-29 06:36:05,tablet,some_adv,extension
3686,45,462,98,2021-11-04 11:31:05,mobile,search,extension
3687,7785,132,9,2021-10-15 10:07:48,mobile,search,web
3688,5564,238,89,2021-10-25 06:40:08,tablet,search,app
3689,6673,301,7,2021-11-14 11:26:20,tablet,search,app
3690,9333,351,56,2021-10-27 10:45:21,desktop,email,extension
3691,327,245,44,2021-10-20 10:25:49,tablet,some_adv,app
3692,2220,365,5,2021-11-20 20:31:09,desktop,search,web
3693,4720,276,26,2021-09-02 22:50:35,desktop,email,web
3694,5729,187,19,2021-10-08 07:01:34,desktop,email,web
3695,5573,14,11,2021-09-19 23:15:06,mobile,direct,app
3696,7885,301,71,2021-09-14 22:38:15,tablet,some_adv,extension
3697,6535,85,64,2021-08-27 16:18:33,tablet,some_adv,app
3698,4907,315,77,2021-08-28 06:40:08,mobile,email,web
3699,6526,117,14,2021-09-03 16:55:07,desktop,direct,web
3700,5738,178,21,2021-09-03 15:32:08,mobile,direct,web
3701,5308,12,92,2021-09-27 22:41:22,mobile,search,web
3702,9,458,19,2021-09-09 22:21:34,tablet,direct,web
3703,7718,305,38,2021-08-28 16:30:55,mobile,some_adv,app
3704,8394,379,53,2021-09-25 14:09:56,desktop,search,extension
